,Tenure
5842,61.85233
9149,61.67004
9203,64.82482
9820,62.96706
2901,9.448434
4369,16.60351
5015,63.14574
2989,4.327078
9645,68.95898
7850,66.01153
7824,58.50824
7644,67.40315
8980,65.09085
6040,60.75598
4816,13.63405
8394,38.92029
6858,59.42848
8927,59.29358
8352,52.53037
7699,62.02081
1562,2.427380647
1167,7.245906912
1266,7.138985437
6117,49.04885
4951,10.17149
6103,61.28932
3354,4.066766
8874,63.53539
6182,56.01033
5506,64.45957
5719,71.7712
3398,8.741017
2137,8.353798
3263,1.532436
2455,5.23657
3823,12.13947
6265,56.64842
3883,4.570915
1105,13.46926706
8859,65.16987
8425,51.53674
4691,8.675197
2563,18.01018
2325,12.27217
3798,12.28371
8589,48.28595
4213,7.610924
7661,67.14449
3007,22.54598
7122,48.99429
2000,10.50826
5415,66.04097
7697,71.28653
7305,57.86878
2950,7.513611
6370,55.94357
8039,60.49719
5883,65.54969
4179,8.450712
5648,64.19627
8434,65.25348
4282,9.468306
8289,68.47117
583,7.931439645
7801,63.94696
4107,3.346632
5930,58.25985
1570,7.897660605
5575,64.41881
1225,4.526667855
579,5.884557067
6852,70.62716
8912,65.90545
442,1.171557288
698,2.995498523
6718,48.84202
3146,6.566149
8216,44.40526
5905,48.31617
4151,5.814507
3695,3.992629
6017,63.5434
3736,14.7094
8795,68.93363
6309,45.22375
4723,9.283599
1928,20.00794461
2441,6.582225
9482,71.99928
4508,10.88666
8758,64.25291
4070,8.839856
5187,69.15198
6266,63.52047
9557,60.46744
8302,69.16679
9013,68.7816
2769,13.12228
9706,63.80541
6532,69.91537
8348,42.25122
5005,38.69991
9140,64.20102
3364,6.907426
5491,55.90679
2779,12.95415
308,4.355064781
6170,63.67919
1402,3.868738215
6152,65.79896
6710,38.02352
1630,12.27728241
2677,12.14453
3230,2.19437
6584,64.395
8178,63.89833
5004,58.30317
9602,58.59926
8873,71.21314
4622,3.27379
2259,12.85929
9572,65.14504
6602,57.31296
8638,49.26867
7726,67.50861
1210,3.106980528
9126,58.11303
7089,67.07059
1832,13.22141934
7595,68.64269
4952,4.73307
8248,62.84168
7952,58.17786
4517,17.24595
2539,2.440244
5123,69.71458
4986,8.599092
2014,18.2156
6073,40.94814
8024,60.19463
781,9.715065141
9212,50.48733
7812,61.91437
7187,62.27403
2447,19.06753
5933,52.66447
1718,2.667736094
8358,59.49864
1963,3.27055489
1819,10.27742832
6328,55.11933
859,2.284207057
3885,12.5247
1889,13.56958731
3730,5.645298
7347,63.88775
4494,6.831686
6441,67.28603
8662,45.48614
9197,67.71954
7427,59.28871
908,7.176700824
3519,3.158254
6078,52.36613
8582,65.06621
1149,1.112321784
7476,67.97118
4707,18.75702
7738,51.11345
4901,2.696846
7097,69.14122
9851,58.40532
5407,46.40554
1144,12.81011786
2972,10.29318
7962,67.70405
7527,70.36179
7869,58.42671
4872,8.686291
1620,3.508552886
5091,63.24314
1182,9.045537332
4270,15.98922
9549,69.19621
3692,7.283366
8530,66.85966
5708,55.69627
452,1.914386255
615,3.149071183
4513,7.685406
7589,58.2249
1450,1.84918194
1907,1.512791057
8807,62.23897
5021,71.09621
1854,19.79804917
8241,55.29606
7008,71.56031
8845,53.60305
9827,61.10676
7739,63.07329
8933,55.9975
2951,11.05993
1789,3.312263064
5586,62.65335
1370,9.941798485
4913,4.301967
5603,47.17819
6969,65.36253
9290,68.07527
6022,54.35016
8435,60.80126
3665,4.278123
4128,8.894523
2813,8.479465
3924,4.066843
250,1.583394702
8046,70.99802
3835,10.86482
7457,66.89083
7954,68.9214
9222,68.00557
847,1.078815111
1039,13.08606275
7203,69.93726
1297,7.273510936
1961,8.205103396
9622,58.18819
7585,71.76063
6219,62.8196
8082,61.27787
9440,42.47836
4828,23.63005
2152,4.749684
3162,1.481645
8554,62.84343
6573,47.67299
8872,60.05643
8296,67.83633
5766,54.7075
5480,54.13164
791,3.087125795
8203,57.04063
4090,3.211508
3122,3.62899
4237,4.098818
5033,64.01205
2895,12.89076
2114,7.831744
2433,7.948145
4819,3.876069
2318,12.21802
9566,63.9229
8328,58.59644
5488,53.46837
2995,10.72393
641,4.241019424
7760,62.17828
1782,4.106981469
3525,2.293413
5388,54.03025
3178,16.31066
3100,3.493433
958,14.38485335
6477,69.02836
8898,67.89973
7426,68.82379
7731,46.98814
7311,53.07792
9987,54.54538
6482,70.85122
3282,3.98008
9343,71.46108
8382,71.32046
3530,21.20428
5239,66.08159
9755,60.48793
3393,9.151527
6832,57.22067
8515,65.91489
6001,70.62164
3698,22.52336
1361,4.089115347
5147,54.09422
3142,12.03278
1662,2.552193205
2750,6.780515
5885,44.89729
2438,5.620998
1601,7.521160625
7378,44.29563
8265,48.9954
3983,7.62689
6619,52.41439
2462,26.15019
3831,6.209949
3238,10.34256
2214,6.280617
8919,65.32158
1679,16.08388872
8270,54.87839
586,6.951491551
1798,22.89696344
6134,49.28233
2543,4.044209
4739,3.407577
9514,58.66601
1866,10.38039309
7128,58.65554
5272,60.83121
2107,8.182907
9924,67.09737
6811,52.97231
6687,68.69095
2188,8.907101
5700,70.62907
315,12.4767812
896,11.7391369
115,23.34617699
8580,62.59775
8284,54.36032
4133,14.61014
7437,70.18772
2900,11.26136
7783,68.59441
1709,20.16532013
6837,60.64795
3209,2.54348
2832,14.37481
3418,5.360993
3534,17.35639
5533,69.78436
7381,70.23581
8697,55.92296
3169,9.910534
3524,18.34717
9008,68.86595
3833,7.413447
828,7.48578642
1075,3.218751358
2862,8.24734
2784,3.474901
1855,16.86058234
341,6.68894661
3099,16.17631
7748,70.06451
9387,55.73208
7501,65.27324
1869,9.351000629
6448,46.25154
2987,15.04337
6529,60.53871
5811,44.89823
8608,68.50985
8393,70.99616
9439,57.27183
1721,1.789830613
3580,11.31189
9525,61.50738
9923,58.1358
9400,41.17585
8876,59.47229
7279,69.88786
5502,68.96904
6683,53.13174
2200,10.7285
1226,6.832965812
814,4.455386749
1500,2.656111103
2785,3.341126
853,5.110718131
5629,54.2897
2804,3.469341
9929,57.07531
7640,50.43597
2478,20.13722
2772,11.16354
496,13.86188691
6142,59.16267
7909,64.90171
9365,60.34589
5634,66.7449
5186,44.25204
4503,5.141927
5481,49.8342
4962,12.39101
7500,56.78316
3395,9.074838
4784,2.77885
6372,62.88109
4132,4.351173
4563,6.999666
632,12.36979696
4959,18.83056
4595,6.905799
9697,70.50969
5635,65.29309
1099,13.76430574
7309,64.29382
3327,7.685124
9616,51.4383
4809,5.387209
6813,50.80026
3249,11.63547
9743,44.01106
3494,16.49093
4547,6.214398
1528,7.843263617
4307,19.9534
2703,13.50244
2363,14.80365
7675,61.73523
3002,5.519258
6449,62.08441
3472,6.477458
6408,66.34756
9688,67.9711
6507,51.43223
7591,61.173
5928,53.4492
6238,62.50904
4666,4.946157
9393,65.15995
9184,46.04347
6618,63.9916
1921,3.259826777
1468,12.13508874
4861,10.18273
9474,56.22378
5246,54.91169
260,10.57197066
4616,1.574932
330,9.734064703
9364,67.13803
1633,2.376509223
4410,13.84934
7918,68.26584
4087,9.112126
7038,59.67012
7434,63.70026
362,10.16660427
8953,46.41634
3578,8.443528
5406,43.41671
1779,23.68987753
846,10.81273093
8934,56.841
7479,69.02789
8922,64.20551
3544,10.6052
1189,1.87055247
8336,60.45695
1683,15.34839938
3076,10.52622
1265,2.728247011
5593,65.49323
443,7.262579715
8858,68.69992
7244,68.26818
3295,9.961602
3751,20.7012
8599,65.34077
955,9.759495559
1490,4.279464865
5396,66.66268
350,5.397827503
6076,68.5356
1211,5.550110436
6351,63.72195
5421,45.54189
1482,20.13119126
4471,8.157412
5855,62.39739
8096,70.28113
9718,47.74031
7891,59.39367
76,1.092361222
3234,1.567389
8659,61.63116
2070,5.430488
8695,50.77278
7137,52.48944
5757,62.04664
7889,68.31311
9071,59.9737
3248,9.880576
9735,61.90557
9660,64.17582
7396,70.02963
1745,24.77634001
7736,58.6688
4367,11.86797
8533,55.55389
743,1.322671871
1861,24.02275725
799,28.86969715
3272,1.524132
2393,11.36938
5222,67.49846
3556,8.846877
6527,70.54775
5918,69.90151
7007,59.18664
9105,56.24334
5924,52.89423
6247,48.16091
4572,4.899337
8008,47.59384
6087,60.20473
4163,10.52866
6593,71.60143
7329,59.49517
822,14.37727698
3202,3.83138
527,2.084396413
3707,11.21368
3279,5.599131
7800,65.52483
3517,2.921217
2509,8.522053
9308,67.53219
665,1.846161288
8998,71.65648
8961,62.21879
9295,64.87699
3873,9.621889
6698,65.16939
3130,2.159586
8399,62.23314
9657,63.48022
5029,66.77924
8745,51.92063
2442,2.420905
3687,9.47414
7925,51.54883
9761,70.40113
3659,5.317775
2185,11.00764
4094,5.951276
2986,9.349103
1825,1.251588197
2965,11.16749
9189,61.88298
8568,43.73697
627,15.37394197
9372,37.23531
3088,20.72068
6404,69.56294
2437,19.93923
9956,58.40629
6110,67.15389
4000,1.669639
3089,20.74516
9935,70.50359
2065,9.602383
1530,15.6930298
3654,4.83659
984,9.485268741
8551,68.02064
2162,6.575242
6340,45.95837
4277,3.606976
7854,58.97078
3660,1.295137
3516,22.97518
2835,12.57563
4386,17.77264
2243,8.492902
8186,55.09556
2956,7.845114
1433,2.256763731
7275,63.23545
6704,71.20279
6708,67.65272
1911,6.775594861
8603,71.74385
1906,6.531735637
6798,54.47785
6793,64.31944
5870,39.5421
3080,4.267801
4184,6.311363
4166,5.606293
8157,65.79102
7900,54.53013
8704,62.90882
9169,71.86603
9442,39.27473
2538,15.02441
3953,4.538742
5866,55.3519
5543,45.18454
6567,43.76523
9297,64.40902
8041,53.62757
8347,43.04477
2721,11.88503
7119,60.45093
6581,63.21825
8340,71.68832
8326,44.24001
3075,7.899007
5199,54.6947
7125,65.06377
5282,51.57289
5780,57.67289
8623,61.0763
1336,8.571860106
4314,3.23817
2819,12.67943
8475,71.80608
8174,69.70038
3121,2.072617
1230,4.997365436
8122,70.74838
4303,2.865504
6318,68.18425
3589,2.840185
2826,10.93329
4918,10.15306
4843,16.57839
9388,57.27176
5588,40.35976
9369,51.87217
5054,56.23842
7551,71.94498
1761,17.96501147
3553,14.74415
5773,59.1618
8113,60.1541
3143,2.408011
4512,2.596868
1687,7.367492072
8863,61.18471
130,6.085030507
9294,64.11559
5981,57.91581
4811,5.664023
5108,53.07379
2540,7.409027
9461,51.83082
5492,68.37005
7280,57.06138
7596,71.67026
5624,58.97505
3572,5.27717
2078,26.27061
1941,9.660168743
1830,6.57513059
2516,14.17599
5394,70.0669
9257,63.35816
3970,6.435125
5666,65.32463
9918,55.56204
8353,48.03223
2460,8.939477
8138,71.48941
1892,7.039839728
1987,4.30774917
2345,14.95975
8878,65.28923
3635,3.443373
9618,71.28275
320,3.115945151
8730,66.96136
607,4.109952242
7557,58.31897
9250,62.67099
7367,58.80144
6011,62.21334
2299,7.409149
1392,22.56250894
7611,68.59473
9800,70.64245
175,12.64742067
4835,13.11297
750,20.07541432
4123,6.468187
386,10.4103675
6746,67.32648
7420,71.25511
4043,15.09343
4218,2.106961
3429,10.28514
1649,5.045543619
5857,68.14379
7362,68.80222
1420,6.086525665
6982,56.1721
3958,6.162825
6637,45.55911
7293,48.17117
7743,69.88681
1999,10.28304
1734,8.406444381
5171,71.84774
9309,59.03432
3547,1.453022
4635,4.254025
3493,2.057502
3761,12.80172
6925,58.76836
7836,64.28134
6536,54.78319
1398,17.12047934
5660,61.18403
8,8.220686373
8686,59.1268
8007,67.08536
7195,54.26701
4987,13.288
1635,25.55038197
7214,55.00167
1193,2.5238884
9664,65.85945
3037,5.97747
9544,59.97134
8485,66.10035
2484,9.000396
2145,24.34252
5286,66.47928
8042,68.36641
1809,8.013365588
4568,14.41688
2125,16.6564
3599,5.760318
7995,71.97382
8816,65.27026
578,4.964368923
4291,6.602711
8947,70.43935
4042,12.98383
6739,58.75091
50,3.343811019
7158,68.93442
337,1.14113241
6039,42.10529
2844,13.21554
9593,70.14018
148,11.73724209
3898,14.55
3103,3.267702
1948,4.238632927
1581,17.78302494
6940,64.11518
1895,15.73628072
9444,36.05704
6079,56.24027
1476,16.37167434
6396,48.52168
6312,42.68533
276,9.532523799
5673,66.77188
8304,52.1213
1127,22.16579367
4790,4.546842
323,5.953547112
7948,68.53399
2146,2.301376
2701,15.2198
8975,56.71742
3471,6.523366
7746,70.1175
8522,65.2372
9902,49.76373
2285,3.935134
2483,14.44636
2057,31.32024
8504,50.60009
5519,56.9918
1712,11.4488726
413,11.32083915
6547,48.57121
2377,9.933523
2578,10.29048
6146,49.40477
2355,17.20502
7190,69.81507
5941,46.60224
9941,71.67689
2321,7.458099
7323,47.30434
576,10.19243185
4551,11.42464
9338,53.54212
1622,18.36209103
1580,11.44810825
9757,69.48617
5380,71.41865
1888,6.211504434
2924,2.224742
7799,64.54829
6997,68.74835
8649,55.88646
8306,66.29517
537,9.450195459
157,5.969967132
1179,8.509499576
5568,65.33504
1302,21.16641251
57,6.732948946
6535,56.7448
4398,7.579193
9523,59.98562
2658,11.96096
1251,2.163284177
4712,18.84228
3361,9.348659
1279,2.704950495
2692,3.628867
8610,57.54686
3778,7.637611
6674,71.29664
2101,6.363764
2182,16.04075
2474,2.464275
3252,3.695049
3276,1.190018
7059,65.11213
2042,11.71454
9314,59.17567
7788,38.01787
2562,18.81683
1188,13.66699636
4781,11.21881
4262,3.160399
8620,63.47229
6294,71.20584
9391,66.83137
245,23.12150846
2748,8.295192
3124,8.161424
1561,9.300517617
9138,59.54349
5890,46.55143
960,9.349597147
2270,7.944389
6000,44.09777
9039,56.56173
2622,8.473966
9543,56.8243
9862,56.54679
3031,13.36539
9577,53.98876
9576,61.50205
7893,55.58159
206,3.043063167
8955,51.53504
3051,4.462414
161,11.92299244
9570,71.24412
4097,18.44164
1368,5.146834768
3352,7.439729
472,4.135515169
4396,1.15025
9479,61.29211
3939,2.142469
3670,5.115763
8658,71.63571
2892,10.76391
9097,64.74166
7990,51.19372
3233,8.664975
3193,10.96818
2898,6.915354
4670,5.833919
1605,13.77689046
3710,4.226363
8755,62.13428
3518,8.346499
3496,1.359104
3025,1.813125
4403,8.547698
2534,1.413033
8047,66.49538
8994,36.95505
2470,18.8572
3957,16.74968
5196,58.54344
9339,56.17179
6282,44.61375
7361,63.42517
8626,61.24745
6086,56.7924
7191,48.15455
5042,65.90363
2071,5.26792
1506,23.42878979
5881,37.04125
7405,41.14853
6797,59.6738
7053,71.61852
6799,64.79346
7198,69.91626
694,28.93788212
5390,59.50718
6020,68.19039
6600,62.54412
1524,2.314052799
4489,2.147261
5899,50.76733
9287,58.83899
3567,19.13997
6116,50.36108
9952,67.0374
650,20.75499393
5453,38.28807
9261,58.8386
5399,57.56766
1638,20.31446952
4612,1.921112
1593,16.52190477
5429,71.52256
3267,9.416447
2928,1.200249
3764,4.610249
2212,20.43585
4580,10.83268
3758,9.231083
6231,45.16619
5644,47.64072
9434,64.93663
2920,16.93921
328,21.08265979
9733,65.85431
2724,1.796113
4969,2.745106
6450,48.38433
365,9.660361769
4432,2.176948
3962,10.70081
3709,1.215614
4101,5.623084
3609,10.92718
7168,58.99154
6624,57.87826
5525,64.26152
7276,70.71182
1343,4.861047755
3800,6.483314
1995,5.794641025
6964,67.86091
3023,19.77964
1905,6.044266101
6794,54.0886
265,23.79323993
87,3.721772616
4831,17.93561
8679,60.41609
8209,41.93978
3625,20.89442
8860,50.55452
8897,65.12124
8418,70.59181
4922,22.39748
8257,61.4943
659,6.735352382
7399,69.9263
3694,2.240146
2963,5.966695
4468,9.790274
9802,49.94733
4907,20.52701
4898,4.795038
1955,23.11577242
2720,3.155929
1969,6.393598693
1115,17.56356483
4359,9.975367
35,5.478588204
8869,55.64344
7584,57.90418
3759,2.531394
1340,2.834098048
7371,61.45515
4309,7.294292
8134,55.63139
4818,25.76718
2753,1.835564
4038,1.25577
5683,47.55305
565,1.387575524
5329,48.21972
1815,15.12645563
7205,70.96989
8059,62.4919
9390,67.95515
6540,36.7649
3829,21.47001
5871,61.59822
9567,49.24329
3087,11.81544
6679,70.44727
7561,52.59552
2614,18.25291
1333,16.53244292
5261,70.54256
5582,62.01927
8314,60.70855
1002,5.31868521
2236,4.970731
7599,63.35604
2510,8.386909
491,10.06913982
4442,21.36386
3742,12.29093
3850,5.446201
1164,26.16514147
4188,6.783568
3407,7.756546
1067,15.24536909
8204,55.15311
4783,7.03957
1281,1.225588884
119,9.344886869
423,15.22323989
5771,61.30642
6031,58.43007
5307,56.47713
1571,9.098041235
8586,67.20217
1926,7.918255804
5691,57.50491
270,2.009542213
2131,3.543665
6311,60.72645
9954,59.29022
7856,66.36071
5903,55.67612
1249,2.937852035
3977,3.932102
606,7.737353244
9429,67.99131
7358,37.33507
6558,53.77815
3174,10.65826
1785,17.56134872
9530,66.73461
9225,68.97874
7503,50.7426
2304,12.69435
7714,56.26602
8579,59.30543
7645,56.45799
1170,11.47456181
1860,1.747076331
5111,53.40027
3045,7.5636
246,6.307178205
8870,37.90754
3038,14.83659
2352,15.73243
5066,42.74672
985,19.02547148
6891,68.17457
9491,42.74753
1950,1.770031252
8731,71.99373
8384,48.50031
232,15.31997698
4337,6.186286
3379,8.53275
11,10.52199781
5318,58.42415
46,22.25746016
9385,50.27926
9368,71.96367
1202,13.3451101
9808,64.27877
2452,4.336113
125,7.231032028
3744,9.741749
1636,16.72537387
1,1.156680997
9040,70.39578
5696,70.70015
1857,3.857491515
2106,11.87278
1534,11.48699577
3845,1.20533
994,5.011675804
8189,69.25731
4083,4.91638
2380,16.68618
3182,6.815025
1400,7.59915732
6059,64.20616
2440,7.633753
2848,8.306218
3092,6.184122
7797,62.83739
2222,13.31739
6970,58.04214
5843,57.17893
5101,69.46803
9449,62.90578
2026,4.510318
5610,58.54353
3706,5.88788
7755,58.30226
3943,13.41057
7172,46.41276
7185,68.7146
2812,18.7404
7350,59.82583
9758,66.53731
8078,58.73351
9382,64.81224
8932,63.6336
3506,3.986525
4035,20.21413
8664,69.67964
5556,51.17826
6885,44.34553
3799,9.573255
2251,27.73225
1009,6.524843094
9324,67.00686
8960,70.69188
9524,67.67761
4020,8.334589
7581,68.98508
7623,56.41476
5993,67.18986
2088,3.737401
802,14.60526414
8440,63.70616
4824,11.99482
6346,37.86885
5276,68.84751
8891,58.89646
2776,8.100668
6062,45.58687
8196,60.81814
3369,10.3665
3870,4.180338
5879,66.9541
469,8.001673351
135,8.447988841
3046,12.00194
7758,61.20291
7502,63.52166
8253,58.06194
3158,4.123006
599,17.28022598
8815,65.99581
1120,10.92511005
4142,24.94225
2189,4.275019
9145,70.16029
2896,6.726078
4096,11.36049
1588,5.110208414
917,3.679255472
5880,71.80429
1753,16.15614223
363,12.29558653
5474,66.10268
6851,51.41461
2830,4.612442
95,4.672610857
3627,3.048345
8051,65.84526
9715,71.25391
2105,18.381
5607,59.43102
404,2.43754565
4575,7.84461
8293,64.37488
9582,39.23379
3105,6.06866
107,13.08671185
5291,50.65704
5925,60.04495
236,25.8634566
9082,61.27781
2267,25.32558
9285,59.91013
2626,5.150963
2275,16.16886
4382,18.32428
1026,12.43358232
9881,49.27373
6366,57.18666
7564,66.59912
2631,1.84687
6492,55.15375
6414,39.1168
2410,3.978662
7085,59.65149
5039,70.79968
4251,18.9981
2232,4.338536
5787,44.02354
1852,10.5309984
2730,6.128314
9930,61.46622
4981,9.836442
7229,54.38925
9492,54.87013
2954,25.11299
9801,50.85505
9516,47.79913
4911,6.135015
1484,3.160392389
5152,60.28236
92,3.273341151
5686,68.29684
4212,8.925564
3889,20.66493
9763,55.07277
7917,68.82747
6249,52.40318
3207,6.678303
7922,43.18866
8372,55.42229
2386,2.096411
9840,67.69557
8910,59.78823
6163,55.28091
6903,70.60477
7870,70.11539
3648,8.83974
6995,70.8043
7074,61.51103
588,11.85998919
325,5.954024226
1454,10.11687657
1847,14.26734448
2824,11.55831
6938,61.02337
6864,61.13547
4136,5.325642
959,1.443775322
3330,10.00078
6979,66.88716
9591,50.09713
1262,7.537243981
6196,66.28837
1716,10.16298067
6037,36.44011
6023,62.9411
4663,10.76731
4618,9.613541
4431,8.454096
7491,58.21476
4263,9.658761
3902,1.302103
9346,65.43822
9099,70.87866
4647,9.74066
8689,56.78578
2389,2.061636
7300,56.53814
9849,53.20557
8143,65.25094
5536,65.41235
2857,1.133367
9891,66.73836
16,15.78214958
3353,11.85169
4399,10.44433
3466,7.047021
1135,8.721905501
1288,17.3999197
8593,56.70254
1552,2.965166415
3733,7.488398
4672,10.61246
6321,57.76658
4358,22.30566
5000,41.88907
259,6.549035393
7586,56.90458
3406,7.348696
902,15.806584
7913,51.39351
6677,65.34217
8655,48.45122
9789,51.63569
172,19.48900163
7337,56.81197
9027,69.39129
5830,67.19295
2490,4.85088
2092,5.855847
5330,63.44795
5208,71.55342
2663,4.469398
8170,69.61652
9756,50.49242
5609,61.47987
7924,48.79391
9349,42.6185
8342,70.77468
5695,65.60287
7729,66.63268
9668,50.58015
1102,9.2766412
482,5.709925704
6608,54.22191
7805,47.11262
6271,66.97309
2635,2.827378
5737,50.89715
2371,3.290431
8576,41.09672
9770,68.90291
6671,46.22292
4785,12.9557
2422,2.96972
7156,71.35208
8951,65.38222
4524,7.461144
9435,68.00653
7364,64.29675
8032,58.17852
5774,58.78687
9848,57.89422
2158,2.830635
5403,56.716
3644,4.283128
4453,19.22796
3317,8.549649
6314,48.25774
8080,48.77002
7862,65.26459
4846,4.212653
6965,68.88402
6823,43.28044
4525,10.07469
8325,67.02374
4677,4.533178
8338,66.13718
5306,49.78137
3156,3.41763
263,10.23679934
6394,68.10386
972,2.258852671
7636,62.76892
7568,52.75072
2246,7.533801
566,2.685677496
6495,70.44254
2567,1.280324
9791,70.18048
9670,57.20402
9017,67.84553
5710,60.37442
6545,60.18695
8045,62.08636
9318,63.10868
4620,9.517342
8137,65.13371
6292,65.2477
8668,69.22974
3008,5.787415
8294,55.71809
9658,58.20314
3097,19.77218
6440,67.55012
7838,65.31873
1932,10.1127187
3241,13.02762
8065,52.15024
9256,62.17986
1804,11.89492044
9515,64.19478
9053,64.99061
6036,55.08862
7251,67.19853
440,3.364993591
7628,49.85906
3865,1.481935
7620,71.44166
3300,4.459961
5214,56.51532
7835,58.12044
1101,8.279774899
4034,25.43027
3302,7.006647
8371,57.4079
5988,71.66334
7742,63.91757
7630,68.526
5967,47.22872
5932,70.16829
7189,43.59094
7487,65.37201
346,14.53315436
132,8.574901206
2762,18.2103
8844,62.89177
3401,7.831837
9463,48.50733
5457,39.01296
4065,20.84965
8446,67.11199
9985,48.24454
3125,8.201372
7375,69.05527
6538,69.10177
4341,12.12501
1731,9.727109482
6655,39.95689
7166,60.35977
3753,7.646165
805,13.55218661
6884,58.09125
195,3.226996711
5931,56.83604
1028,9.539729035
6432,71.77038
1863,6.563038653
1918,15.54170472
4208,1.063338
8771,69.657
401,1.28507969
5177,54.97784
3259,1.611266
4174,2.395742
9826,54.93761
4802,21.49074
103,17.22596021
5058,71.66261
2716,16.21818
8972,63.22009
1019,11.34544436
2115,8.944195
4871,15.33595
7415,51.58906
6796,57.2547
3824,6.192078
9753,51.25081
2828,3.157767
8084,63.08151
8883,54.40563
4844,2.780924
518,20.91720893
8983,50.55291
6259,50.62647
7365,44.04708
6909,57.53786
2851,11.40421
6149,56.84855
7345,66.49135
1929,22.37864487
8672,71.33938
7104,66.37863
830,5.179004124
5869,65.31603
4566,13.72738
3141,9.873195
4820,29.71753
9945,43.93121
1073,16.64037206
7639,65.25844
4601,8.093081
3604,11.29098
2888,18.58829
1305,13.03099332
7359,68.08474
447,10.85041661
1518,6.910330858
8085,42.01957
279,6.877942744
5336,58.7019
2349,5.850283
3030,8.74736
983,12.51401968
7859,41.3275
5661,54.65604
5964,52.70133
123,8.156552837
9012,57.44563
2891,4.63962
9305,69.2394
9280,66.72288
2718,1.13143
7532,53.48518
6147,59.97525
8767,69.59341
4895,6.597117
2333,1.589535
8456,70.17136
603,16.18199957
9226,59.52044
6486,66.57869
4864,12.70321
3679,3.235443
6125,68.24302
7923,64.2522
823,1.128335443
1122,8.688984603
6158,68.96601
1056,13.0035986
3851,14.26858
7769,62.03084
6765,66.36534
8909,43.5663
3428,4.741795
6817,52.86347
3163,4.540275
6653,64.89527
6119,57.54902
359,2.051069457
948,2.371911572
9394,63.28819
842,17.37839741
980,14.02849733
3286,22.25056
4716,12.13697
7852,65.64436
2589,1.393262
4812,1.329981
3849,12.674
1596,13.99605863
3917,4.629362
9637,51.84838
2650,2.888303
6377,50.62544
435,11.50651216
9377,62.91372
4224,14.91353
4641,7.813168
573,8.274610767
4549,5.628186
3538,19.70229
9896,68.57996
3880,6.358996
7011,66.62886
8677,49.91708
4851,5.236648
1938,2.24841574
7145,62.82563
4928,17.5331
9194,55.97317
735,5.473564746
8780,60.72007
2021,8.954465
4400,10.35635
1470,1.262037303
2980,2.117403
9327,64.01003
5876,61.00152
1163,8.634921784
2923,1.717806
4912,11.69119
6803,69.86292
8457,62.99453
5,7.000993555
6508,58.65834
2261,4.066925
6422,67.77528
9211,54.67414
9565,61.00345
1098,2.451256489
295,8.134438503
1175,9.314854212
622,6.143856241
2018,1.954899
5206,69.05548
8180,63.60495
4095,17.92442
9949,52.62668
9419,58.01097
4649,7.965702
5067,64.09564
3642,2.149118
41,3.002844144
5397,71.45086
7095,64.21579
8121,69.6864
7635,36.82387
1354,4.860645308
6166,68.33092
127,10.05306287
6390,67.89706
3546,5.14486
982,1.796688583
7023,48.05636
5521,53.22972
8054,66.78484
4675,14.28503
993,4.868716415
4669,10.99037
1615,7.336939062
8999,64.61898
5424,64.61766
3655,28.31146
7066,55.78809
3284,1.932645
6570,46.23103
738,6.503513341
4454,6.203352
4989,6.984409
1416,21.13118502
4854,5.276321
9865,54.74518
1371,15.26657624
9719,66.21339
3288,20.45201
3028,1.571176
9073,57.65657
8747,56.19138
5213,65.28334
488,5.622660986
7076,64.7835
7774,57.33546
8305,69.22914
6772,55.5206
6887,47.98669
3439,14.00176
9905,70.53117
5362,50.93618
3117,3.213888
8521,64.86438
6801,56.8397
5984,65.4571
9155,60.18256
4007,2.438513
2817,4.848049
5777,68.41013
8714,71.9039
7022,63.49131
6285,45.28275
3013,9.539097
7820,64.58418
7756,62.43485
2216,4.465592
5154,65.82455
5441,69.53443
4960,10.90429
4329,4.723073
2327,2.497434
9215,66.94632
7698,71.37419
1200,1.784103787
3843,10.03423
6634,70.70213
1814,9.705809585
7456,40.50993
8013,46.38121
6348,46.08155
2674,10.81514
396,4.221959275
6481,54.28015
4221,3.542704
8095,48.87162
7377,55.54544
4878,6.093746
9648,40.46026
208,4.648958177
1673,6.549842666
1329,9.339307484
171,13.88004531
3251,5.875553
7241,69.5381
267,11.04076215
7624,62.13301
2369,7.400769
7069,66.66853
5250,46.23768
9112,67.82028
4469,4.419844
8482,50.44094
6719,59.15773
6585,67.86102
7903,52.0997
5267,50.90386
9831,66.2578
3677,16.15713
5266,68.06938
7709,64.36371
9330,53.81991
216,11.94550648
4491,7.042459
9635,52.67702
9988,71.26306
2218,13.14986
7110,63.411
7569,70.63238
9932,55.74644
3414,3.699808
5188,63.68805
5320,60.26386
9875,60.12009
517,7.226076469
1214,12.40889924
3198,14.84017
2311,3.112447
2551,10.86199
1700,14.28406007
5248,65.28829
9087,58.18133
6368,65.44679
1243,10.43448006
9626,62.38737
9086,64.59202
1565,8.245809832
2736,1.992273
8564,65.44262
8215,63.79124
1598,5.78844751
7865,68.90605
1645,4.261408572
8616,67.87061
8300,61.75393
6808,55.09689
5252,67.75237
3111,15.41267
4312,15.05177
7588,48.5611
4378,11.32663
8432,64.91577
658,11.24483017
8031,48.04631
9991,55.49816
2834,12.29962
7523,60.45679
6263,47.56406
182,17.24924155
7186,51.30214
2360,20.14176
8107,59.0652
1084,8.458121948
1316,4.633545041
