,Gender_Nonbinary,Churn,Marital_Widowed,Port_modem,Population
5516,0,0,0,1,17191
3334,0,0,1,1,23361
6293,0,1,0,0,25134
8100,0,0,0,1,26863
531,0,0,0,1,242
8644,0,1,0,1,30815
4683,0,0,0,0,9179
5808,0,0,0,0,51426
5626,0,0,0,0,1592
1944,0,0,0,0,2217
7815,0,0,0,1,4395
6989,0,0,0,1,2609
4699,0,1,1,0,939
5471,0,0,0,0,629
5991,0,0,0,0,24522
9517,0,0,0,1,1215
9939,0,1,0,0,786
8850,0,0,0,0,1966
7959,0,0,0,1,20435
4081,0,0,1,0,4334
2596,0,1,0,0,14018
3559,0,0,0,1,2157
9676,0,0,0,0,3738
1714,0,1,0,0,47493
3363,0,1,0,1,603
9864,0,0,0,0,2815
5747,0,1,0,1,11677
1083,0,0,1,0,29440
6183,0,0,0,1,50
6374,0,0,1,0,4048
9148,0,0,0,1,41480
6070,0,0,0,0,1998
1544,0,1,0,1,22840
2418,0,1,0,1,5748
6089,0,0,0,1,1139
1873,0,1,0,0,547
9726,0,0,1,1,155
6154,0,0,0,1,4731
2726,0,1,1,0,1980
2697,0,1,0,1,9679
6769,0,1,0,1,1052
1829,0,1,1,0,1062
7711,0,0,0,1,1517
2502,0,0,1,0,1583
8443,0,0,0,1,2098
555,0,0,0,0,74971
5117,0,0,0,0,26897
1318,0,0,0,1,342
8458,0,0,0,0,395
3996,0,1,1,0,6750
5283,0,0,1,0,2051
720,0,0,0,0,1257
29,0,1,0,0,52484
2822,0,1,0,1,25607
675,0,1,0,0,11371
8199,0,0,0,0,398
4051,0,0,0,1,170
696,0,1,0,0,457
7880,0,0,0,1,39
5063,0,0,0,0,352
4630,0,0,0,0,3278
7433,0,1,0,1,2593
8247,0,0,0,1,161
6615,0,0,0,1,2353
113,0,0,1,0,257
7304,0,0,1,1,6047
1931,0,0,0,1,7215
8263,0,0,0,1,845
8158,0,0,0,1,21854
6843,0,0,0,1,14723
451,0,0,1,1,10321
6363,0,0,0,1,19637
7127,0,0,0,1,998
2706,0,1,0,1,77
5476,0,0,0,1,30231
4298,0,1,1,0,1565
7179,0,0,1,0,9179
2043,0,1,1,1,25827
1108,0,1,0,1,21734
9174,0,0,1,0,59637
7950,0,0,1,1,2072
7039,0,0,0,1,8223
7536,0,1,1,0,2732
6816,0,0,0,0,3192
7221,0,0,0,0,25360
5995,0,0,0,1,4572
5013,0,0,0,1,11499
1304,0,0,0,0,36202
3998,0,1,0,0,0
4798,0,0,0,1,320
3918,0,1,0,0,2557
2683,0,0,0,1,1509
9779,0,0,0,1,31
8255,0,0,1,1,490
6456,0,0,1,1,9910
8142,0,0,0,0,1756
711,0,0,0,0,2596
2556,0,0,0,1,35
2872,0,0,0,0,20501
7149,0,0,1,1,671
8718,0,0,0,1,18391
3385,0,1,0,1,15695
3639,0,0,0,1,18301
8244,0,0,0,1,5115
949,0,0,1,0,2090
1545,0,1,1,1,396
541,0,0,0,0,109
2710,0,1,0,0,7186
5419,0,0,0,1,346
9392,0,0,0,1,6604
953,0,1,0,0,3052
3029,0,1,0,0,2962
1546,0,1,0,0,11734
6417,0,0,0,0,710
241,0,0,0,0,39035
733,0,0,1,1,1315
8237,0,0,0,1,402
8168,0,0,0,0,9357
6621,0,0,0,1,13181
460,0,1,0,1,3191
1778,1,1,0,0,2525
3298,0,1,0,0,907
2957,0,0,0,0,6274
2681,0,0,0,1,34791
6391,1,0,0,1,5264
9505,0,0,0,0,207
3326,0,1,0,0,2408
3952,0,1,0,0,54464
1769,0,0,0,0,1393
9310,0,0,0,1,3340
8224,0,0,0,1,562
3365,0,1,0,0,237
6463,0,0,0,1,496
6777,0,0,0,0,2106
1027,0,1,0,1,384
8535,0,0,0,0,21331
3204,0,0,0,0,250
5435,0,0,0,0,96
9265,0,0,0,1,16200
3967,0,1,1,0,9709
1267,0,0,0,0,23474
4164,0,1,0,1,27317
1539,0,0,0,0,27226
1547,0,0,0,1,18304
8040,0,0,0,1,46647
2044,0,1,0,0,68
6480,0,0,1,0,46
2350,1,0,0,0,4160
3115,0,1,0,0,7782
6002,0,0,0,0,2922
383,0,0,0,1,5983
4520,0,1,1,0,1767
5459,0,1,0,1,291
5735,0,0,0,0,6849
9495,0,0,1,0,46
1786,0,1,0,1,403
8211,0,0,0,1,497
2104,0,1,0,1,1455
4272,0,0,0,1,931
268,0,1,0,0,16395
2652,0,1,0,1,39
4320,0,1,0,1,13762
9861,0,0,0,0,1350
9513,0,0,0,0,215
5538,0,0,0,1,4351
1752,0,0,0,1,136
7638,0,0,0,0,41839
3615,0,1,0,0,2371
5280,0,0,0,0,33442
8789,0,0,0,0,30253
9872,0,0,0,0,4288
3723,0,1,0,1,20300
3715,0,0,0,1,331
9371,0,0,0,1,919
8518,0,0,0,0,3191
1676,0,1,0,0,3662
2508,0,0,0,1,12407
7105,0,0,0,0,3526
5332,0,0,0,0,1373
3813,0,1,0,0,36047
5619,0,0,1,1,2004
6734,0,0,0,1,22014
7573,0,1,0,1,1703
4631,0,0,1,0,6470
9681,0,0,0,0,2762
3228,0,1,0,1,7023
7403,0,0,1,1,2930
1693,1,0,1,0,2835
4978,0,1,0,0,12058
7973,0,0,1,0,34781
2066,0,0,0,0,758
4306,0,1,1,0,261
2723,0,1,0,1,5931
7764,0,0,0,1,34519
783,0,1,1,0,54
5788,0,0,0,1,3986
9009,0,0,0,0,1493
2914,0,1,0,1,9627
508,0,1,0,1,2144
5740,0,0,0,1,318
5938,0,0,0,0,19912
9466,0,0,1,1,476
554,0,0,0,0,3281
1421,0,0,0,0,15515
1738,0,1,0,1,3098
7248,0,0,0,1,1641
2179,0,0,0,1,257
4103,0,0,0,0,2128
209,0,0,1,1,19215
8612,0,0,0,1,8294
991,0,0,0,1,2221
242,0,0,0,1,27698
8818,0,1,0,1,285
7890,0,0,0,0,621
2469,0,1,0,0,197
2997,0,0,0,0,121
5487,0,0,0,0,958
7237,0,0,0,0,27808
788,0,0,0,1,14795
878,0,0,0,1,91
2807,0,1,0,0,393
2133,0,0,1,0,2817
5131,0,0,0,1,2221
2012,0,1,1,1,21572
9109,0,0,0,0,105
4934,0,1,1,0,603
7256,0,0,0,0,384
7271,0,0,0,0,5979
6626,0,0,0,0,185
9311,0,0,0,0,14112
1885,0,1,0,0,6188
3938,0,1,0,0,19669
6993,1,0,0,0,8965
6998,0,0,0,0,443
2029,0,1,0,0,30125
7469,0,0,1,1,528
522,0,0,0,1,10874
2177,0,0,0,1,99
224,0,1,0,1,1748
2846,0,0,1,1,2983
9589,0,0,1,0,3703
5298,0,0,0,1,1796
2529,0,1,1,0,1719
9982,0,0,1,0,31795
874,0,1,1,0,797
2082,0,1,1,0,189
3016,0,1,0,1,8008
60,0,0,0,0,3093
9612,0,0,0,0,3155
5181,0,0,0,0,287
7000,0,0,0,0,1231
1313,0,0,0,0,3546
9968,0,0,0,1,18075
2203,0,1,0,0,18208
1710,0,0,0,0,4292
7261,0,0,0,1,767
8562,0,0,0,1,7257
3273,0,0,0,0,22744
8619,0,0,1,1,1463
3789,0,1,0,1,15288
2361,0,1,0,0,146
9131,0,0,0,0,2596
3490,0,0,0,0,1412
4321,0,0,0,0,27842
3895,0,0,0,1,3599
7303,0,0,1,1,2465
1306,0,0,0,0,706
967,0,1,0,1,5494
4256,0,0,0,1,44460
6350,0,0,0,0,6307
7968,0,0,1,1,3521
1624,0,1,0,1,2521
1637,0,1,0,0,2246
2121,0,0,0,1,2146
2841,0,0,0,0,1061
2565,0,0,0,0,7955
736,0,1,0,0,13809
8996,0,0,0,1,454
6239,0,0,1,0,15599
3535,0,1,0,0,23526
6616,0,0,0,0,9177
4882,0,0,0,1,2271
672,0,0,0,0,8538
6353,0,0,0,1,364
5382,0,0,0,1,53
9764,0,0,0,0,4495
24,0,1,1,0,9434
9152,0,0,0,0,624
596,0,1,1,0,1124
429,0,0,0,1,1003
2063,0,0,0,0,5020
626,0,1,1,0,4487
5194,0,0,0,1,5025
2409,0,1,0,1,195
121,0,1,0,1,1800
8222,0,0,0,1,143
310,0,0,0,1,19659
2383,0,0,1,0,4283
9228,0,0,0,1,63894
8033,0,0,0,0,42741
661,0,0,0,0,63
8437,0,0,1,0,591
1320,0,0,0,0,3161
6866,0,0,0,1,10552
9431,0,0,0,1,5858
5468,0,0,0,1,1523
1612,0,1,0,0,0
8507,0,0,0,1,13243
9312,0,0,0,1,2967
4990,0,1,0,0,3521
1757,0,1,0,1,29460
7692,0,1,0,0,489
4222,0,1,0,0,6254
301,0,0,1,0,114
6207,0,0,0,1,2385
6984,0,0,0,1,16690
2505,0,0,0,0,30141
9204,0,0,0,1,592
8402,0,0,0,1,32259
5854,0,0,0,1,46333
9094,0,0,0,1,19551
9698,0,0,0,1,188
7662,0,0,0,0,681
5663,0,0,0,1,333
6539,0,0,1,1,5310
8160,0,0,0,1,27457
5056,0,0,0,0,3299
825,0,1,0,0,1516
1475,0,1,0,0,2348
4030,0,1,0,1,1668
6174,0,0,1,0,373
9366,0,1,0,1,2419
9769,0,0,0,0,23808
6302,0,0,0,0,1383
8116,0,0,0,0,27818
5279,0,0,0,1,946
2500,0,0,0,0,18141
2948,0,0,0,1,1253
2929,0,0,0,1,46327
5937,0,0,1,1,18103
2139,0,0,0,0,237
1628,1,0,0,0,23117
4446,0,0,0,1,5402
126,0,1,0,1,161
4637,0,0,0,1,7194
5037,0,0,0,1,63425
3304,0,0,0,0,851
247,0,0,0,0,5188
6176,0,0,0,1,7292
5882,0,1,0,1,1879
7545,0,0,0,0,3014
8069,0,0,0,1,2976
6506,0,0,0,0,20958
3513,0,0,1,1,595
6975,0,0,0,1,108
7308,0,0,0,1,1148
2647,0,1,1,0,8867
5814,0,0,0,1,65347
7604,0,0,1,0,1775
5167,0,0,0,0,5582
8746,0,0,1,1,6508
6521,0,0,0,0,174
7099,0,0,0,1,26616
2141,0,1,0,0,993
9414,0,0,0,1,77
4510,0,0,0,1,442
4173,0,0,1,0,949
6855,0,0,1,0,15289
3956,0,0,1,0,2107
6388,0,0,0,1,11092
6542,0,0,0,0,4316
9168,0,0,0,1,13788
4530,0,0,0,0,518
8068,0,0,1,1,1463
8307,0,0,0,0,15589
6453,0,0,0,1,11323
616,0,1,0,1,4278
1732,0,0,0,0,7637
4617,0,0,0,0,128
9041,0,0,1,0,16819
8547,0,0,0,0,675
3732,0,0,0,0,4825
3727,0,0,0,0,16427
2636,0,1,0,0,217
4808,0,1,0,0,24743
7888,0,0,0,0,3764
9467,0,0,1,0,10451
4943,0,0,0,1,1333
4686,0,0,1,0,2558
7896,0,0,1,1,5428
6644,0,0,0,1,16413
1560,0,0,0,0,8875
9686,0,0,0,0,144
1143,0,1,0,1,796
3876,0,0,0,0,30231
8412,0,0,1,1,11237
1497,0,1,0,0,182
3313,0,0,0,1,3327
4231,0,1,0,0,2424
863,0,1,1,1,163
4839,0,1,0,1,379
9809,0,0,0,1,166
7446,0,0,0,1,18532
9427,0,0,0,1,26640
1328,0,0,0,0,19001
6712,0,0,1,1,261
134,0,0,0,1,610
5601,0,0,1,1,724
8268,0,0,0,0,319
7829,0,0,0,1,15436
7083,0,0,0,0,38406
5357,0,0,0,0,3734
5096,0,0,0,0,1748
336,0,1,0,0,926
7315,0,0,0,0,2696
8050,0,0,0,0,45885
9940,0,0,0,0,1789
2601,0,0,1,1,2625
6108,0,0,1,1,2166
9694,0,0,0,1,36613
2927,0,0,0,0,7354
6640,0,0,0,1,15713
5956,0,0,0,1,1458
1356,0,1,0,0,69142
4619,0,0,0,0,4277
2256,0,0,1,0,5706
3375,0,0,0,0,94
1132,0,1,0,0,744
5423,0,0,0,1,451
3792,0,0,0,0,7875
3613,0,1,1,0,14863
9465,0,0,0,1,1786
9069,0,0,0,1,18
7496,0,0,0,0,1120
9957,0,0,0,0,1597
8225,0,0,0,0,7232
94,0,0,0,0,4654
7440,0,0,0,1,392
907,0,0,0,1,1436
4424,0,0,0,0,244
5751,0,0,0,0,39731
7416,0,0,1,0,192
7625,0,0,1,1,27998
5182,0,0,0,0,2395
71,0,1,0,1,30225
4191,0,1,0,0,2719
3359,0,0,1,1,317
3153,0,1,1,0,5450
7720,0,0,0,0,5622
297,0,0,0,1,3264
5835,0,0,0,1,1206
8855,0,0,0,0,6553
3598,0,1,0,0,4747
4599,0,0,0,1,1025
7878,0,0,0,1,1588
6369,0,0,0,1,11741
8088,0,0,0,0,1627
6358,0,0,0,1,33031
54,0,1,1,1,315
9920,0,0,0,1,2536
3021,0,0,0,0,341
8702,0,0,0,1,6298
9630,0,0,0,0,7272
42,0,1,0,1,895
3090,0,0,0,1,20681
512,0,1,0,0,19592
7832,0,0,0,1,14942
7004,0,0,0,1,32489
9002,0,0,0,0,65355
7342,0,0,1,1,48382
7283,0,0,1,1,1136
5204,0,0,0,0,3170
6926,0,0,0,0,10810
3409,0,0,0,1,1925
2149,0,1,0,1,1583
4310,0,0,0,0,5835
8777,0,0,1,1,412
26,0,1,0,1,3089
3145,0,1,0,0,16882
8642,0,0,0,1,590
3137,0,0,1,1,751
9900,0,0,1,0,1367
5253,0,0,0,0,11816
9871,0,0,1,0,1691
5431,0,0,0,1,2146
1893,0,0,0,0,94395
7471,0,0,0,1,503
3173,0,1,0,1,184
4241,0,0,0,1,26671
4462,0,1,0,1,4455
9690,0,0,1,1,28006
5294,0,0,0,1,16591
8066,0,0,0,0,1595
912,0,0,0,0,25823
5709,0,0,1,0,4139
9936,0,0,0,1,38703
3594,0,0,0,0,3149
183,0,1,1,1,1469
2858,0,1,1,1,133
9380,0,1,0,0,782
3010,0,0,0,0,1418
1441,0,0,0,0,5288
1896,0,0,1,0,25258
7762,0,0,0,1,2275
3620,0,0,0,0,5107
7136,0,0,0,0,360
9067,0,0,0,1,398
1023,0,0,0,1,5278
1050,0,0,0,1,175
2091,0,0,1,0,2363
3911,0,1,0,1,13489
8726,0,0,0,0,4689
8819,0,0,1,1,5190
2911,0,0,0,0,62131
5059,0,0,0,0,8324
9272,0,0,1,0,485
3807,0,0,1,0,36224
8959,0,0,0,0,268
2672,0,0,0,1,218
9828,1,0,0,1,728
361,0,1,0,0,15900
8501,0,0,0,1,2956
9023,0,1,0,1,827
4183,0,1,0,1,293
432,0,0,0,1,41863
9245,0,0,0,0,3769
96,0,0,0,0,35
1412,0,1,1,1,911
3431,0,1,0,0,5643
7041,0,0,0,1,4917
4740,0,1,0,1,35
5746,0,0,0,0,4478
1936,0,1,1,1,6119
6693,0,0,0,0,46299
4438,0,1,0,0,830
5633,0,0,0,0,36441
2735,0,1,0,1,190
2859,0,1,0,1,14386
5355,0,0,1,1,27736
1121,0,0,0,0,22447
7441,0,0,1,1,94512
6913,0,0,1,1,561
7216,0,0,0,0,1722
7201,0,0,0,0,21895
5753,0,0,1,0,47309
9976,0,0,0,1,4001
9359,0,0,1,0,5670
4863,0,0,0,0,4968
7079,0,0,0,1,429
1150,0,0,0,0,34784
1967,0,0,1,0,87
4332,0,0,0,0,38028
5090,0,0,0,0,38388
8609,0,0,0,0,1589
9796,0,0,1,1,32261
3593,0,1,0,0,4967
1919,0,1,0,1,1167
5334,0,0,0,0,0
7598,0,0,1,0,1370
529,0,1,1,0,43597
5845,0,0,1,0,615
6657,0,0,0,1,40425
6949,0,0,0,1,170
9477,0,0,0,1,166
7681,0,0,1,1,7410
3383,0,1,0,0,10501
1327,0,1,0,0,53364
2921,0,0,1,0,3052
1934,0,1,0,0,2072
2138,0,1,0,1,50137
251,0,0,0,0,30733
4129,0,1,0,0,15591
9610,0,0,0,1,3112
6332,0,0,0,0,25487
7045,0,0,0,1,4158
1104,0,0,0,0,459
2541,0,1,0,0,684
7857,0,1,0,0,121
759,0,0,0,1,17145
5561,0,0,0,0,30734
8315,0,0,0,0,22073
2466,0,0,1,0,763
7247,0,0,0,0,7139
1711,0,0,0,1,2258
4805,0,1,0,1,85
9750,0,0,0,0,4553
6013,1,0,0,1,71
3476,0,1,0,0,25823
5727,0,0,0,1,872
2076,0,0,0,1,1111
1221,0,1,0,0,142
190,0,0,0,0,2649
1525,0,0,0,0,2800
3329,0,0,0,1,56406
9278,0,0,0,1,109
3481,0,0,0,0,2121
6045,0,0,0,1,871
6194,0,0,0,0,1352
9234,0,0,1,0,25220
9142,0,1,0,1,7122
9320,0,0,0,1,1168
6024,0,0,0,0,1538
963,0,1,0,0,678
6203,0,0,0,0,1110
2861,0,1,0,1,730
6755,0,0,0,0,19401
8104,0,0,1,0,31859
1574,0,0,0,1,222
7966,0,0,0,0,723
2054,0,0,1,1,27981
8534,1,0,0,1,1122
3316,0,1,0,1,394
8290,0,0,1,0,23329
9185,0,0,0,0,145
6220,0,0,1,1,0
293,0,1,0,1,29426
2754,0,0,0,1,1831
5579,0,0,0,0,830
3561,0,1,0,1,5342
9691,0,0,0,0,2763
560,0,1,0,0,46
9926,0,0,0,1,4586
5274,0,0,0,0,0
4118,0,1,1,0,12530
5946,0,0,0,0,2067
2664,0,0,1,1,16459
2209,0,0,0,1,391
947,0,0,0,0,21044
8202,0,0,0,0,982
3332,0,1,0,1,11197
8888,0,0,0,0,2242
8147,0,0,0,0,39221
2293,0,0,1,0,360
7936,0,0,1,1,15591
5133,0,0,1,0,1663
7061,0,0,1,1,27314
3583,0,0,1,1,16629
4490,0,1,0,0,0
1510,0,0,0,1,1353
6534,0,0,0,1,1234
4155,0,1,0,1,1364
9178,0,0,0,0,3986
5901,0,0,0,0,59482
8820,0,0,0,1,26749
4950,0,1,0,1,421
9955,0,0,1,0,2499
7974,0,0,0,0,7
4485,0,1,0,1,29608
9162,0,0,1,1,2553
6179,0,0,1,1,38363
3311,0,1,1,1,135
6661,0,0,0,1,0
7397,0,0,0,0,135
8786,0,0,0,0,7514
5656,0,1,0,0,955
2840,0,1,1,1,3867
6052,0,0,0,1,566
3098,0,1,0,0,30955
9614,0,1,0,1,6416
7529,0,1,0,1,22202
4550,0,0,0,0,274
7643,0,0,0,0,3139
1071,0,1,1,0,3761
2693,0,0,0,1,19151
6074,0,0,0,0,41018
8264,0,0,0,1,29
7015,0,0,0,1,206
5072,0,0,0,0,12301
2160,0,1,0,0,43881
2332,0,1,1,1,12389
4158,0,0,0,1,1166
4492,0,1,0,1,2713
373,0,0,0,0,2001
3266,0,0,0,1,2479
122,0,0,1,0,8028
8893,0,1,1,1,460
210,0,0,1,0,2733
2004,0,1,0,1,10423
9458,0,0,0,1,193
9064,0,0,0,0,41901
9051,0,0,0,0,1517
7458,0,0,1,0,11880
2863,0,1,0,1,1286
7668,0,0,0,1,400
333,0,0,0,0,20606
3306,0,1,0,0,45763
5943,0,0,0,1,2016
6841,0,0,0,1,49
2611,0,0,0,0,62429
2907,0,0,0,0,5642
6484,0,0,1,1,179
1902,0,1,0,1,48133
1390,0,0,1,1,127
8163,0,0,0,0,1256
7884,0,0,0,1,3137
8561,0,0,0,1,1092
3390,0,0,1,1,1889
4069,1,1,1,1,32959
3444,0,0,0,0,2226
4640,0,1,1,0,265
9186,0,0,0,1,234
3034,0,1,1,0,2301
6788,0,0,0,1,152
8640,0,0,1,0,429
8091,0,0,0,1,10810
3109,0,0,0,0,3107
3616,0,0,0,0,17694
9874,0,0,1,1,201
5842,0,0,0,0,29018
9149,0,0,0,1,1321
9203,0,0,0,0,17920
9820,0,0,0,0,3707
2901,0,1,0,1,4787
4369,0,0,0,1,20759
5015,0,0,0,0,1246
2989,0,1,1,1,37035
9645,0,0,0,0,26
7850,0,0,0,0,30274
7824,0,0,0,0,1860
7644,0,0,1,0,116
8980,0,0,0,1,22096
6040,0,0,0,1,25454
4816,0,1,0,0,1770
8394,0,0,0,1,2649
6858,0,0,0,1,1868
8927,0,0,0,1,59607
8352,0,0,0,1,70
7699,0,0,0,0,55937
1562,0,1,0,1,40770
1167,0,0,0,1,9718
1266,0,1,0,1,1239
6117,0,0,0,1,733
4951,0,1,0,1,94
6103,0,0,0,1,639
3354,0,0,0,0,1238
8874,0,0,1,1,424
6182,0,0,0,0,1773
5506,0,0,0,1,38424
5719,1,0,0,0,4546
3398,0,0,0,1,163
2137,0,0,0,1,2578
3263,0,1,0,0,41407
2455,0,0,0,1,5430
3823,0,0,0,1,113
6265,0,0,1,0,268
3883,0,0,0,0,372
1105,0,0,0,1,7883
8859,0,0,0,1,6962
8425,0,0,0,1,2240
4691,0,1,0,1,19535
2563,0,0,0,0,227
2325,0,0,0,0,16080
3798,0,1,1,1,16352
8589,0,0,1,1,587
4213,0,0,0,1,4885
7661,0,0,0,0,664
3007,0,0,1,0,1771
7122,0,0,0,0,10019
2000,0,1,0,1,1547
5415,0,0,0,0,37646
7697,0,0,0,0,49
7305,0,0,0,1,12424
2950,0,0,0,1,267
6370,0,0,0,0,1198
8039,0,0,0,1,16088
5883,0,0,0,1,1537
4179,0,0,0,1,33168
5648,0,0,0,0,571
8434,0,0,0,1,136
4282,0,0,0,1,284
8289,0,0,1,0,1446
583,0,0,0,0,447
7801,0,0,0,1,7958
4107,0,0,0,1,2678
5930,1,0,0,1,29737
1570,0,0,1,1,1541
5575,0,0,0,1,22574
1225,0,0,1,0,2138
579,0,0,0,0,1110
6852,0,0,0,0,35462
8912,0,0,0,1,563
442,0,1,0,0,88349
698,0,1,0,0,659
6718,0,0,1,1,7750
3146,0,1,0,0,55
8216,0,0,0,0,11123
5905,0,0,0,0,82257
4151,0,0,1,1,7368
3695,1,1,0,0,34918
6017,0,0,0,1,2073
3736,0,1,1,1,233
8795,0,0,0,0,1206
6309,0,0,1,0,548
4723,0,1,0,0,2318
1928,1,0,0,0,35376
2441,0,1,0,0,364
9482,0,0,0,1,2604
4508,0,1,0,0,37360
8758,0,0,0,1,16062
4070,0,1,0,0,49787
5187,0,0,0,0,58673
6266,0,0,0,0,17642
9557,0,0,0,1,18074
8302,0,0,0,1,49907
9013,0,1,0,0,40778
2769,0,0,0,0,563
9706,0,0,0,0,5570
6532,0,0,0,1,1208
8348,1,0,0,1,1162
5005,0,0,0,0,1416
9140,0,0,0,1,2576
3364,0,0,0,0,518
5491,0,0,0,1,363
2779,0,0,1,1,2739
308,0,0,0,1,666
6170,0,0,1,1,17713
1402,0,1,0,0,22273
6152,0,0,0,0,5370
6710,0,0,0,0,805
1630,0,0,0,1,681
2677,0,0,0,0,2243
3230,0,0,0,0,293
6584,0,0,0,1,444
8178,0,0,0,1,360
5004,0,0,0,0,1455
9602,0,0,0,0,29294
8873,0,0,1,0,152
4622,0,0,0,0,22115
2259,0,1,0,1,2439
9572,0,0,0,0,650
6602,1,0,1,0,3072
8638,0,0,0,0,21226
7726,0,0,1,1,943
1210,0,0,1,1,10030
9126,0,0,0,1,17768
7089,0,0,0,0,29223
1832,0,0,0,0,1232
7595,0,0,0,1,1327
4952,0,0,1,1,3306
8248,0,0,0,1,41563
7952,0,0,0,0,513
4517,0,0,0,0,3357
2539,0,0,0,0,23474
5123,0,0,0,1,5600
4986,0,0,0,0,4343
2014,0,1,0,1,223
6073,0,1,0,0,3294
8024,0,0,0,1,15
781,0,1,0,1,4950
9212,0,0,0,0,3672
7812,0,0,1,1,17448
7187,0,0,0,0,3951
2447,0,1,0,1,18216
5933,0,0,0,1,32031
1718,0,0,0,1,860
8358,0,0,0,1,119
1963,0,0,0,1,1635
1819,1,0,0,1,809
6328,0,0,0,1,4622
859,0,0,0,0,622
3885,0,1,0,1,4476
1889,0,1,0,0,30068
3730,0,1,1,0,339
7347,0,0,0,0,2282
4494,0,1,0,0,3837
6441,0,0,0,0,422
8662,0,0,0,0,1903
9197,0,0,0,1,5491
7427,0,0,0,0,21981
908,0,0,1,1,15964
3519,0,0,1,0,16760
6078,0,0,0,0,203
8582,0,0,0,1,28924
1149,0,1,1,1,1112
7476,0,0,0,1,331
4707,0,0,0,1,926
7738,0,0,0,1,30795
4901,0,1,0,1,2968
7097,0,0,0,1,3522
9851,0,0,0,0,10729
5407,0,0,0,1,1559
1144,0,1,1,0,88
2972,0,0,0,0,949
7962,0,0,0,0,40778
7527,0,0,1,0,2640
7869,0,0,0,1,18
4872,0,0,0,1,2326
1620,0,1,0,1,1098
5091,0,0,0,0,1099
1182,0,0,0,1,2494
4270,0,1,0,1,1292
9549,0,1,1,1,2844
3692,0,1,0,1,3558
8530,1,0,1,0,4343
5708,0,0,0,0,452
452,0,0,0,0,1601
615,0,0,0,1,9906
4513,0,0,0,0,3231
7589,0,0,0,0,749
1450,0,0,0,0,952
1907,0,1,0,0,610
8807,0,0,0,1,1348
5021,0,0,0,0,947
1854,1,0,0,1,956
8241,1,0,0,0,166
7008,0,0,1,0,1666
8845,0,0,0,1,204
9827,0,0,1,1,469
7739,0,0,0,0,37080
8933,0,0,0,0,32204
2951,0,1,0,1,8261
1789,0,1,1,1,6612
5586,0,0,0,0,41961
1370,0,0,0,0,442
4913,0,1,1,1,2231
5603,0,0,1,0,44468
6969,0,0,0,1,3579
9290,0,0,0,1,990
6022,0,0,0,0,11627
8435,0,0,1,0,105
3665,0,0,0,1,259
4128,0,1,0,1,121
2813,0,0,1,0,14687
3924,0,1,0,0,5300
250,0,0,0,0,3658
8046,0,0,1,1,20765
3835,0,1,0,1,1715
7457,0,0,0,1,8823
7954,0,0,0,0,8284
9222,0,0,1,1,1067
847,0,1,0,1,2205
1039,0,1,0,1,304
7203,0,0,0,1,40622
1297,0,0,0,1,1069
1961,0,1,0,0,5542
9622,0,0,0,1,3454
7585,0,0,0,1,53
6219,0,0,0,0,3842
8082,0,1,0,1,12864
9440,0,1,1,1,1782
4828,0,0,0,0,10976
2152,0,0,0,0,38787
3162,0,0,0,0,13190
8554,0,0,0,0,53111
6573,0,0,0,1,13601
8872,0,0,0,0,698
8296,0,0,1,1,1261
5766,0,0,0,0,1503
5480,0,0,0,1,8412
791,0,0,1,0,1791
8203,0,0,0,0,2715
4090,0,0,0,1,79996
3122,0,1,0,0,138
4237,0,1,1,1,115
5033,0,0,1,1,83
2895,0,1,0,1,6297
2114,0,1,0,1,1288
2433,0,1,0,1,4719
4819,0,1,1,0,690
2318,0,1,0,1,22795
9566,0,0,0,0,760
8328,0,0,1,1,778
5488,0,0,0,1,7139
2995,0,1,0,0,20935
641,1,1,0,1,1869
7760,0,0,1,1,626
1782,0,0,0,0,16169
3525,1,0,0,0,446
5388,0,0,0,0,2416
3178,0,0,0,1,272
3100,0,1,0,1,152
958,0,0,0,0,9481
6477,0,0,0,0,830
8898,0,0,0,1,341
7426,0,0,1,1,1540
7731,0,0,1,1,35270
7311,0,0,0,1,1098
9987,0,0,0,0,87509
6482,0,0,1,1,7979
3282,0,0,0,0,211
9343,0,0,1,0,1784
8382,1,0,1,1,294
3530,0,0,0,1,1415
5239,0,1,0,1,160
9755,0,0,0,1,29015
3393,0,1,0,0,14429
6832,0,0,0,1,13659
8515,0,0,0,1,13061
6001,0,0,0,0,2817
3698,0,0,1,1,1851
1361,0,1,0,1,4761
5147,0,0,0,0,0
3142,0,0,1,1,27661
1662,0,1,0,0,494
2750,0,1,0,1,748
5885,0,0,0,0,1174
2438,0,1,0,1,13216
1601,0,1,0,0,34945
7378,0,0,0,0,1508
8265,0,0,0,1,5273
3983,0,0,0,0,1117
6619,0,1,0,1,924
2462,0,0,1,0,7496
3831,0,1,0,1,46041
3238,0,0,0,1,38476
2214,0,0,0,0,7901
8919,0,0,0,1,8354
1679,0,0,1,1,392
8270,0,0,0,1,507
586,0,1,1,1,7244
1798,0,0,0,0,1924
6134,0,0,0,0,110
2543,0,1,0,0,10605
4739,0,0,1,0,10780
9514,0,0,0,0,651
1866,0,0,1,1,25998
7128,0,0,0,1,3560
5272,0,0,0,1,1186
2107,0,1,0,0,16902
9924,0,0,0,1,6637
6811,0,0,0,0,0
6687,0,0,0,1,227
2188,0,1,0,0,1557
5700,0,0,0,1,14744
315,0,0,0,1,3232
